"Region.Code","County.Name","Municipality","Location","Route.Carried.and.Reference.Marker","Owner","Year.Built","Date.Last.Inspected","SD.FO.Status","Condition.Rating"
2,"ONEIDA","Rome  (City)","1.3 MI E JCT SH69 & CANAL","49   49 26025019","NYSDoT",1980,"12/03/2014","N",5.352
2,"ONEIDA","Rome  (City)","1.3 MI E JCT 69 & BARGE C","49   49 26025019","NYSDoT",1980,"12/02/2014","N",5.211
2,"ONEIDA","Rome  (City)",".6 MI W JCT SH 49 & SH365","49   49 26026003","NYSDoT",1980,"09/11/2014","N",5.686
2,"ONEIDA","Rome  (City)","0.6 MI W JCT RTS 49 & 365","49   49 26026003","NYSDoT",1980,"04/03/2014","N",4.588
2,"ONEIDA","Rome  (City)","2.1 MI NW JCT RTS 69 & 46","69   69 26021202","NYSDoT",1993,"05/20/2013","N",6.068
2,"ONEIDA","Rome  (City)","0.8 MI W JCT RTS 233 & 69","69   69 26023002","NYSDoT",2013,"12/26/2013","N",6.898
2,"ONEIDA","Rome  (City)"," 08MI W  JCT RTS 233+69  ","69   69 26023005","NYSDoT",2013,"12/30/2013","N",7
2,"ONEIDA","Rome  (City)","3 MI SW OF ROME          ","BROWN HOAG ROAD","City",1939,"08/14/2014","SD",4.242
2,"ONEIDA","Rome  (City)","IN ROME                  ","BUTTERNUT ROAD","County",2010,"11/20/2014","N",6.655
2,"ONEIDA","Rome  (City)","IN ROME                  ","COUNTY ROAD 47","County",1986,"11/13/2014","N",5.845
2,"ONEIDA","Rome  (City)","3 MILES SW OF ROME","COUNTY ROAD 50","County",1984,"08/04/2014","N",5.571
2,"ONEIDA","Rome  (City)","0.5 MI N OF ROUTE 49     ","CULVERTON STREET","City",1966,"09/23/2014","N",5.765
2,"ONEIDA","Rome  (City)","IN ROME                  ","DOMINICK STREET","City",1929,"11/03/2014","SD",4.367
2,"ONEIDA","Rome  (City)"," ROME                    ","DOMINICK STREET","City",1990,"07/09/2014","FO",6.136
2,"ONEIDA","Rome  (City)","IN ROME                  ","E.BLOOMFIELD ST.","City",1969,"10/27/2014","N",4.431
2,"ONEIDA","Rome  (City)","IN ROME                  ","FLOYD AVENUE","City",1987,"08/05/2014","FO",5.047
2,"ONEIDA","Rome  (City)","CITY OF ROME NY          ","FM NY825 TO ART W","NYSDoT",1980,"07/15/2014","N",5.531
2,"ONEIDA","Rome  (City)","AT LAKE DELTA DAM        ","GOLF COURSE ROAD","City",1910,"08/26/2014","FO",4.483
2,"ONEIDA","Rome  (City)","0.5 MI W JCT RTS 365 <233","LAMPHEAR ROAD","City",1959,"06/10/2014","N",6
2,"ONEIDA","Rome  (City)","1 MILE SOUTH OF ROME","LAWRENCE STREET","County",1961,"05/08/2013","N",6.397
2,"ONEIDA","Rome  (City)","OVER BARGE CANAL S ROME  ","MILL STREET","NYSDoT",1992,"08/12/2014","N",6.234
2,"ONEIDA","Rome  (City)","SE CORNER OF ROME","NY 825/GRIFFISS P","NYSDoT",1980,"05/29/2014","FO",5.083
2,"ONEIDA","Rome  (City)","4.5 MI NW OF ROME        ","OSWEGO ROAD","County",2002,"09/10/2014","N",6.172
2,"ONEIDA","Rome  (City)","IN ROME                  ","RAILROAD STREET","City",1900,"09/16/2014","SD",3.567
2,"ONEIDA","Rome  (City)","JCT NY 365 & NY 49","RAMP 49 TO 825","NYSDoT",2005,"11/04/2013","N",6.881
2,"ONEIDA","Rome  (City)","W JCT ROME ART & SH 233","RAMP D","NYSDoT",1980,"07/30/2014","N",5.14
2,"ONEIDA","Rome  (City)","IN ROME                  ","Route 825","NYSDoT",2005,"09/23/2013","N",6.786
2,"ONEIDA","Rome  (City)","2.5 MI W OF ROME         ","SEIFERT ROAD","City",1962,"07/14/2014","SD",4.358
2,"ONEIDA","Rome  (City)","IN ROME                  ","SIXTH STREET","City",1985,"10/27/2014","N",6.186
2,"ONEIDA","Rome  (City)","S JAMES ST /CANAL IN ROME","SOUTH JAMES ST","City",1991,"08/12/2013","N",5.719
2,"ONEIDA","Rome  (City)","2.5 MI W OF ROME         ","TANNERY ROAD","City",2013,"12/03/2013","N",7
2,"ONEIDA","Rome  (City)","3.0 MI NW OF ROME        ","TANNERY ROAD","County",2011,"09/06/2013","N",6.655
2,"ONEIDA","Rome  (City)","W OF JCT ROME ART&RTE 233","TO WB RAMP C","NYSDoT",1980,"05/27/2014","N",4.905
2,"ONEIDA","Rome  (City)","IN ROME                  ","UNION STREET","City",2003,"04/23/2013","N",6.233
2,"ONEIDA","Rome  (City)","IN ROME                  ","WEST COURT STREET","City",1930,"06/10/2014","N",4.684
2,"ONEIDA","Sangerfield  (Town)","4.5 SW OF WATERVILLE     ","LOOMIS ROAD","Town",1994,"09/03/2014","N",5.683
2,"ONEIDA","Sherrill  (City)","5 MI NORTH OF UTICA","ELMWOOD PLACE","Town",1967,"10/09/2014","SD",4.167
2,"ONEIDA","Sherrill  (City)","HAMILTON AVE/TAYLOR CREEK","HAMILTON AVENUE","County",1989,"07/22/2014","N",5.69
2,"ONEIDA","Sherrill  (City)","KINSLEY ST. AT SHERRILL  ","KINSLEY STREET","Town",1985,"08/05/2014","N",6.286
2,"ONEIDA","Sherrill  (City)","0.5 MILES SOUTH OF SH 5  ","SHERRILL ROAD","City",1988,"08/19/2014","N",4.176
2,"ONEIDA","Sherrill  (City)","AT SHERRILL              ","WILLIAMS STREET","County",1936,"07/22/2014","FO",5.848
2,"ONEIDA","Steuben  (Town)","1.5 MI NW STUEBEN CORNERS","CARMICHAEL HLL RD","County",1941,"10/06/2014","N",4.8
2,"ONEIDA","Steuben  (Town)","2.25 MI SE OF STEUBEN    ","JONES ROAD","Town",2010,"04/02/2013","N",6.879
2,"ONEIDA","Steuben  (Town)","2.1 MI NE OF STEUBEN     ","NORTH STEUBEN RD","County",1999,"09/05/2013","N",6.276
2,"ONEIDA","Steuben  (Town)","3.6 MI SE OF STEUBEN     ","STEUBEN VALLEY RD","County",2013,"12/03/2013","N",7
2,"ONEIDA","Steuben  (Town)","3.7 MI SE OF STEUBEN     ","THOMPSON ROAD","County",2004,"04/28/2014","N",6.034
2,"ONEIDA","Trenton  (Town)","1.4 MI S JCT SH 12 & SH2","12   12 26043084","NYSDoT",1948,"09/17/2013","N",5.789
2,"ONEIDA","Trenton  (Town)","1.1MI N JCT SH 12 & SH28","12   12 26043110","NYSDoT",2008,"10/27/2014","N",6.621
2,"ONEIDA","Trenton  (Town)","1.3 MI N JCT SH 12 & SH28","12   12 26043111","NYSDoT",2008,"10/29/2014","N",5.371
2,"ONEIDA","Trenton  (Town)","1.8 MI N JCT RTS 28 & 12 ","12   12 26043117","NYSDoT",2007,"06/21/2013","N",6.61
2,"ONEIDA","Trenton  (Town)","7 MI N JCT RTS 12 & 49   ","12   12 26043459","NYSDoT",1971,"04/26/2013","N",6.071
2,"ONEIDA","Trenton  (Town)","7 MI N JCT RTS 12 & 49   ","12   12 26043459","NYSDoT",1971,"04/05/2013","N",6.018
2,"ONEIDA","Trenton  (Town)","7.8 MI N JCT SH 12 & SH49","12   12 26043469","NYSDoT",1971,"04/04/2013","N",5.75
2,"ONEIDA","Trenton  (Town)","7.8 MI N JCT SH 12 & SH49","12   12 26043469","NYSDoT",1971,"04/08/2013","N",5.531
2,"ONEIDA","Trenton  (Town)","2 MI E JCT RTS 28 & 12   ","28   28 26071009","NYSDoT",1999,"07/11/2013","N",6.683
2,"ONEIDA","Trenton  (Town)",".5 MI E JCT RTS 12 & 28  ","28   28 26071025","NYSDoT",1937,"07/25/2014","SD",3.969
2,"ONEIDA","Trenton  (Town)","3.0 MI NW JCT RTS 8 & 28 ","28   28 26071400","NYSDoT",1981,"05/21/2013","N",5.211
2,"ONEIDA","Trenton  (Town)"," 04MI N  JCT RTS 365+12  ","365  365 26011004","NYSDoT",1955,"12/22/2014","N",4.895
2,"ONEIDA","Trenton  (Town)","3.5 MI SW OF BARNEVELD   ","COUNTY ROAD 38","County",1960,"08/26/2014","SD",6
2,"ONEIDA","Trenton  (Town)",".2 MI W SH12 AT BARNEVELD","CR 56 OLD POLAND","Town",1930,"09/08/2014","SD",3.734
2,"ONEIDA","Trenton  (Town)",".3 MI S INT SH12 & PUTMN ","CR 91","County",2005,"09/05/2013","N",6.714
2,"ONEIDA","Trenton  (Town)","2.4 MI EAST OF HOLLAND","GLASS FACTORY RD","County",1957,"06/25/2014","N",5.052
2,"ONEIDA","Trenton  (Town)","3.5 MILES SW OF BARNEVELD","HOFFMAN ROAD","Town",1920,"07/23/2013","SD",4.057
2,"ONEIDA","Trenton  (Town)","AT HOLLAND PATENT        ","MILLER ROAD","Town",1933,"09/10/2014","FO",5.561
2,"ONEIDA","Trenton  (Town)","0.6 MI SE RTE 12         ","OLD  POLAND ROAD","NYSDoT",1992,"07/29/2014","N",6.132
2,"ONEIDA","Trenton  (Town)","2 MILES NE OF BARNEVELD","PARKER HOLLOW RD","Town",1880,"07/24/2013","FO",4.795
2,"ONEIDA","Trenton  (Town)","IN HOLLAND PATENT","POWELL ROAD","County",1935,"06/16/2014","N",6.514
2,"ONEIDA","Trenton  (Town)","3 MI N BARNEVELD         ","PROSPECT JUNCTION","Town",1999,"07/24/2013","SD",5.098
2,"ONEIDA","Trenton  (Town)","1 MI SW HINKLEY RESERVOIR","SOUTH STATE ST","County",1998,"08/25/2014","N",5.164
2,"ONEIDA","Trenton  (Town)","2.5 MI NW OF BARNEVELD   ","STEUBEN VALLEY RD","County",1969,"06/24/2014","N",4.833
2,"ONEIDA","Trenton  (Town)","2 MILES NORTH BARNEVELD  ","TAYLOR ROAD","Town",1994,"10/16/2014","N",5.75
2,"ONEIDA","Trenton  (Town)"," 06MI E RTE 12 TRENTON NY","TRENTON FALLS RD","NYSDoT",1916,"12/08/2014","N",3.741
2,"ONEIDA","Utica  (City)"," 02MI N  JCT RTS 5+8     ","5    5 26104002","NYSDoT",1960,"10/18/2013","SD",4.969
2,"ONEIDA","Utica  (City)"," 0.2 MI N JCT SH 5 & SH 8","5    5 26104002","NYSDoT",1960,"12/19/2014","N",5.141
2,"ONEIDA","Utica  (City)","2.3 MI S JCT SH 5 & SH 5S","5    5 26104007","NYSDoT",1960,"12/04/2013","N",5.286
2,"ONEIDA","Utica  (City)","2.2 MI S JCT RTS 5 & 5S  ","5    5 26104008","NYSDoT",1960,"12/04/2013","N",5.375
2,"ONEIDA","Utica  (City)","1.8 MI S JCT SH 5 & SH 5S","5    5 26104012","NYSDoT",1960,"11/04/2013","N",5.542
2,"ONEIDA","Utica  (City)","1.5 MI S JCT SH 5 & SH 5S","5    5 26104013","NYSDoT",1960,"12/04/2013","N",5.429
2,"ONEIDA","Utica  (City)"," JCT RTS 5A+5S+5 UTICA   ","5    5 26104033","NYSDoT",1960,"06/25/2013","SD",4.016
2,"ONEIDA","Utica  (City)"," JCT RTS 5A+5S+5 UTICA   ","5    5 26104033","NYSDoT",1960,"07/31/2013","SD",4.359
2,"ONEIDA","Utica  (City)"," JCT RTS 5A+5S+5 UTICA   ","5    5 26104033","NYSDoT",1960,"06/16/2014","SD",3.219
2,"ONEIDA","Utica  (City)"," JCT RTS 5A+5S+5 UTICA   ","5    5 26104033","NYSDoT",1960,"07/01/2013","SD",4.188
2,"ONEIDA","Utica  (City)","JCT.RTES 5 & 5S          ","5  790I26011002","NYSDoT",1990,"09/18/2014","N",6
2,"ONEIDA","Utica  (City)","JCT.RTES 5 & 5S          ","5  790I26011002","NYSDoT",1990,"09/18/2014","N",5.803
2,"ONEIDA","Utica  (City)","2.7 MI E JCT SH5A & SH5S","5S   5S26011030","NYSDoT",1968,"04/15/2013","SD",4.404
2,"ONEIDA","Utica  (City)","2.7 MI E JCT SH5A & SH5S","5S   5S26011030","NYSDoT",1968,"04/01/2013","FO",5.712
2,"ONEIDA","Utica  (City)",".5 MI N JCT SH 5 & SH 5S","790I 790I26011004","NYSDoT",1989,"09/11/2013","N",5.042
2,"ONEIDA","Utica  (City)",".5 MI N JCT SH 5 & SH 5S","790I 790I26011004","NYSDoT",1989,"07/24/2013","FO",5.493
2,"ONEIDA","Utica  (City)","0.2 MI S JCT RTS 12 & I90","790I 790I26011010","NYSDoT",1957,"07/25/2014","N",5.698
2,"ONEIDA","Utica  (City)","0.2 MI S JCT RTS 12 & I90","790I 790I26011010","NYSDoT",1988,"05/01/2014","N",5.31
2,"ONEIDA","Utica  (City)","2 MI E.INTERS RTS 90I & 8","790I 790I26011027","NYSDoT",1989,"06/17/2013","FO",6.048
2,"ONEIDA","Utica  (City)","1MI EAST OF RTES 8 12&5  ","790I 790I26011027","NYSDoT",1989,"04/07/2014","N",5.984
2,"ONEIDA","Utica  (City)",".1 MI W JCT SH 5/8 & SH12","790I 790I26026B05","NYSDoT",1989,"04/18/2014","FO",5.597
2,"ONEIDA","Utica  (City)"," W INT 31 UTICA NY I790  ","790I X","NYS Thruway Authority",1956,"07/29/2014","N",5.768
2,"ONEIDA","Utica  (City)","0.47 MI W INT 31 ON I-90 ","790I X","NYS Thruway Authority",1953,"05/13/2014","N",3.791
2,"ONEIDA","Utica  (City)"," JCT  5+8 NEW HARTFORD   ","8    8 26076004","NYSDoT",1960,"11/19/2013","SD",4.109
2,"ONEIDA","Utica  (City)",".2 MILE N JCT I90 & S H 8","8    8 26076049","NYSDoT",1988,"04/01/2014","FO",5.493
2,"ONEIDA","Utica  (City)","JCT OF I90 & I790        ","8  790I26011012","NYSDoT",1988,"04/01/2014","N",5.521
2,"ONEIDA","Utica  (City)","JCT OF I90 & I790        ","8  790I26011012","NYSDoT",1988,"04/07/2014","N",5.292
2,"ONEIDA","Utica  (City)",".25 MI E OF N-S ART & I90","8-12 NB TO 49 WB","NYSDoT",1989,"04/09/2014","FO",5.451
2,"ONEIDA","Utica  (City)","0.47 MI W INT 31 ON I-90 ","90I And 790I","NYS Thruway Authority",1953,"05/13/2014","SD",4.047
2,"ONEIDA","Utica  (City)"," W INT 31 UTICA NY       ","90I X","NYS Thruway Authority",1953,"08/15/2013","FO",4.254
2,"ONEIDA","Utica  (City)","1.6 MI S JCT RTS 5 & 5A  ","921B 921B26012006","NYSDoT",1975,"12/13/2013","SD",4.153
2,"ONEIDA","Utica  (City)"," 02MI N  JCT RTS 5S+921C ","921C 921C26011003","NYSDoT",1973,"12/16/2014","FO",4.667
2,"ONEIDA","Utica  (City)","0.2 MI S JCT RTS 31 & I90","921C 921C26011008","NYSDoT",1968,"11/21/2014","N",4.281
2,"ONEIDA","Utica  (City)",".1 MI S JCT EXIT 31 - I9","921C 921C26011009","NYSDoT",1968,"11/26/2014","N",4.281
2,"ONEIDA","Utica  (City)"," 04MI S  JCT RTS 5+921C  ","921C 921C26011010","NYSDoT",1968,"07/09/2013","N",5.688
2,"ONEIDA","Utica  (City)","BARNES AVE UTICA N OF 5A ","921F 921F26011000","County",1935,"08/29/2013","SD",4.217
2,"ONEIDA","Utica  (City)","IN UTICA                 ","ALBANY STREET","City",1893,"08/28/2014","N",4.267
2,"ONEIDA","Utica  (City)","IN WHITESTOWN            ","BARNES AVENUE","City",1935,"11/04/2014","SD",2.917
2,"ONEIDA","Utica  (City)","IN UTICA                 ","CHENANGO ROAD","Town",1970,"06/23/2014","FO",4.353
2,"ONEIDA","Utica  (City)","2.4 MI E JCT SH 5A & SH5S","CULVER AVENUE","NYSDoT",1968,"08/29/2013","N",5.109
2,"ONEIDA","Utica  (City)","INTERCHANGE 31 OF I-90   ","EXIT 31 RAMP","NYS Thruway Authority",1995,"10/30/2014","FO",5.567
2,"ONEIDA","Utica  (City)"," W INT 31 UTICA NY       ","EXIT 31 RAMP","NYS Thruway Authority",1953,"08/15/2013","N",4.281
2,"ONEIDA","Utica  (City)","INT.N-S ART.& BARGE CANAL","FROM 790I N.BOUND","NYSDoT",1989,"09/12/2013","N",5.451
2,"ONEIDA","Utica  (City)","JCT SH 5 & SH 5S","FROM I790 S.B.","NYSDoT",1990,"09/18/2014","N",5.62
2,"ONEIDA","Utica  (City)","JCT SH 5 & SH 5S","FROM I790 SOUTHBD","NYSDoT",1990,"04/04/2014","FO",5.817
2,"ONEIDA","Utica  (City)","INT.N-S ART.& BARGE CANAL","FROM THRUWAY EB","NYSDoT",1989,"09/30/2013","N",5.423
2,"ONEIDA","Utica  (City)","0.12 MI W INT 31 ON I-90 ","LELAND AVE","NYS Thruway Authority",1953,"10/30/2014","FO",5.417
2,"ONEIDA","Utica  (City)","LELAND AVE IN UTICA (CNL)","LELAND AVE","NYSDoT",1990,"07/21/2014","N",5.319
2,"ONEIDA","Utica  (City)","0.11 MI W INT 31 ON I-90 ","LELAND AVE","NYS Thruway Authority",1953,"10/30/2014","FO",5.328
2,"ONEIDA","Utica  (City)","CITY OF UTICA            ","LELAND AVENUE","City",1980,"11/10/2014","SD",4.514
2,"ONEIDA","Utica  (City)",".2 MI N JCT SH 5S & 921C","NB RAMP TO 921C N","NYSDoT",1973,"12/13/2013","N",5.639
2,"ONEIDA","Utica  (City)","1.6 MI S JCT RTS 5 & 5A  ","RAMP FROM N-S ART","NYSDoT",1975,"08/20/2013","N",5.203
2,"ONEIDA","Utica  (City)","1.6 MI S JCT SH 5 & SH 5A","RAMP TO N S ART","NYSDoT",1975,"08/22/2013","N",5
2,"ONEIDA","Utica  (City)",".2 MI S JCT SH 5 & SH921","RIVER ROAD EB","City",1963,"05/15/2013","FO",5.727
2,"ONEIDA","Utica  (City)",".2 MI S JCT SH 5 & SH921","RIVER ROAD WB","City",1963,"04/24/2013","FO",5.227
2,"ONEIDA","Utica  (City)",".1 MI E OF RTES 5 8&12INT","RM FM 5WB TO 12NB","NYSDoT",1989,"04/02/2014","FO",5.775
2,"ONEIDA","Utica  (City)",".2 MI N.JCT. 90I & RTE 8 ","RTS 8&12 NB","NYSDoT",1988,"05/19/2014","N",5.569
2,"ONEIDA","Utica  (City)","Route 5S WB Ramps","Rt. 5S WB Ramp","NYSDoT",1968,"11/07/2014","N",5.306
2,"ONEIDA","Utica  (City)","IN UTICA                 ","SOUTH PARK DRIVE","City",1925,"09/30/2014","N",4.296
2,"ONEIDA","Utica  (City)","JCT SH 5 & SH 5S","TO I790 NORTHBND","NYSDoT",1990,"09/18/2014","N",5.873
2,"ONEIDA","Utica  (City)","JCT SH 5 & SH 5S","TO ROUTES 5-8-12","NYSDoT",1990,"05/02/2014","N",5.431
2,"ONEIDA","Utica  (City)","IN UTICA                 ","TRENTON AVENUE","City",1933,"08/28/2014","SD",4.218
2,"ONEIDA","Utica  (City)","IN UTICA                 ","WELSHBUSH ROAD","City",1938,"09/30/2014","N",6.733
2,"ONEIDA","Utica  (City)",".2 MI N JCT SH 5S & 921C","WHITESBORO EXIT","NYSDoT",1973,"12/16/2014","FO",5.069
2,"ONEIDA","Vernon  (Town)",".75 MILE SE OF VERNON","31   31 26111126","NYSDoT",1953,"10/31/2013","FO",5.417
2,"ONEIDA","Vernon  (Town)","1.75 MI SE OF VERNON","31   31 26111137","NYSDoT",2009,"11/13/2013","N",6.933
2,"ONEIDA","Vernon  (Town)"," 04MI N  JCT RTS 365+365A","365  365 26011013","NYSDoT",1947,"11/13/2013","FO",5.069
2,"ONEIDA","Vernon  (Town)","IN SHERRILL","FILLEY ROAD","Town",1900,"05/27/2014","FO",3.831
2,"ONEIDA","Vernon  (Town)","2 MILES SE OF VERNON     ","HOUCK ROAD","County",1940,"06/05/2014","FO",4.148
2,"ONEIDA","Vernon  (Town)","2.5 MI SE OF VERNON      ","NORTON ROAD","Town",1970,"06/12/2014","N",5.571
2,"ONEIDA","Vernon  (Town)","0.8 MI EAST OF SH 365","SCHOLTZ ROAD","County",2000,"08/05/2014","N",6.63
2,"ONEIDA","Vernon  (Town)","3.6 MI SE OF VERNON      ","SIMMONS ROAD","Town",1939,"07/14/2014","SD",4.617
2,"ONEIDA","Vernon  (Village)","0.3 MI N JCT RTS 5 & 31  ","31  234 26011033","NYSDoT",1993,"04/08/2013","N",6.638
2,"ONEIDA","Vernon  (Village)"," 01MI E  JCT RTS 234+5   ","5    5 26103025","NYSDoT",1964,"12/20/2013","N",6.723
2,"ONEIDA","Verona  (Town)","2.4 MI.S.JCT.RTES.13+49  ","13   13 26061023","NYSDoT",1959,"09/24/2014","N",5.389
2,"ONEIDA","Verona  (Town)"," 04MI S  JCT RTS 234+365 ","31   31 26011066","NYS Thruway Authority",1954,"08/28/2013","FO",4.986
2,"ONEIDA","Verona  (Town)","0.2 MI E JCT RTS 31 & 316","31   31 26111001","NYSDoT",2013,"10/25/2013","N",7
2,"ONEIDA","Verona  (Town)"," 01MI EJCT RTS 31+46     ","31   31 26111024","NYSDoT",1960,"12/09/2014","N",4.857
2,"ONEIDA","Verona  (Town)"," 27MI E JCT RTS 31+46    ","31   31 26111050","NYSDoT",1932,"12/05/2014","N",5.424
2,"ONEIDA","Verona  (Town)"," 07MI W JCT RTS 365+31   ","31   31 26111067","NYSDoT",1932,"12/09/2014","N",4.757
2,"ONEIDA","Verona  (Town)"," 06MI W JCT RTS 365+31   ","31   31 26111068","NYSDoT",1937,"11/06/2014","N",5.714
2,"ONEIDA","Verona  (Town)","0.5 MI W JCT RTS 365 & 31","31   31 26111069","NYSDoT",1990,"10/13/2014","N",5.803
2,"ONEIDA","Verona  (Town)",".3 MI S JCT SH234 & SH365","365  365 26011040","NYS Thruway Authority",1954,"10/01/2014","FO",4.75
2,"ONEIDA","Verona  (Town)","HAMLET OF DURHAMVILLE    ","46   46 26021002","NYSDoT",1955,"12/05/2014","N",4.571
2,"ONEIDA","Verona  (Town)","NORTH OF NEW LONDON","46   46 26021085","NYSDoT",1959,"09/03/2014","N",4.806
2,"ONEIDA","Verona  (Town)","1.7 MI E JCT RTS 46 & 49 ","46   46 26021106","NYSDoT",1991,"04/25/2013","N",5.759
2,"ONEIDA","Verona  (Town)","0.81 MI W OF INT 33 I-90 ","90I X","NYS Thruway Authority",1952,"09/08/2014","N",5.028
2,"ONEIDA","Verona  (Town)","6.04 MI W INT 32 ON I-90 ","90I X","NYS Thruway Authority",1952,"07/12/2013","N",5.558
2,"ONEIDA","Verona  (Town)","2.0 MI SE OF NEW LONDON  ","BLACKMAN CORNER R","County",1957,"07/22/2014","N",4.667
2,"ONEIDA","Verona  (Town)","AT DURHAMVILLE           ","CENTER STREET","NYSDoT",1927,"12/11/2014","N",3.917
2,"ONEIDA","Verona  (Town)","3 MI.S.W.OF NEW LONDON   ","COLLINS ROAD","NYSDoT",1927,"07/25/2014","N",4.083
2,"ONEIDA","Verona  (Town)",".25 MI S OF I90 IN VERONA","COUNTY ROAD 48","County",1962,"09/16/2014","N",4.344
2,"ONEIDA","Verona  (Town)","1.1 MI E SH 13 & BG CANAL","COVE ROAD","NYSDoT",1908,"10/24/2014","SD",3.855
2,"ONEIDA","Verona  (Town)","3 MI NW STATE BRIDGE     ","CR 86","County",2002,"06/16/2014","N",6.172
2,"ONEIDA","Verona  (Town)","1 MI.W.JCT.90 & 26       ","CR50 REBER ROAD","Town",1972,"06/09/2014","N",5.143
2,"ONEIDA","Verona  (Town)","2.5 MI SE OF NEW LONDON  ","CR52 BLACKMAN COR","County",1951,"08/04/2014","N",5.019
2,"ONEIDA","Verona  (Town)","3 MI SW JCT RTS 365 & 26 ","CR52 BLKMNS CRS R","County",1993,"07/30/2014","N",5.571
2,"ONEIDA","Verona  (Town)","AT VERONA                ","CR83ONEIDA ROAD","County",1981,"06/09/2014","N",5.429
2,"ONEIDA","Verona  (Town)","5 MI S.W. OF NEW LONDON  ","DUNBARTON ROAD","NYSDoT",1927,"12/08/2014","N",3.857
2,"ONEIDA","Verona  (Town)","AT VERONA                ","DWYER ROAD","County",1953,"08/06/2014","N",5.255
2,"ONEIDA","Verona  (Town)","INT 33 OF I-90           ","EXIT 33 RAMP","NYS Thruway Authority",1952,"08/13/2013","FO",4.375
2,"ONEIDA","Verona  (Town)","2 MI SE STATE BRIDGE     ","FOSTER CORNERS RD","Town",1940,"07/15/2014","SD",4.472
2,"ONEIDA","Verona  (Town)","1.5 MI SE STATE BRIDGE   ","FOSTER STREET","Town",1961,"07/08/2014","N",4.571
2,"ONEIDA","Verona  (Town)","4.3 MI.S.W.OF NEW LONDON ","GERMANY ROAD","NYSDoT",1927,"09/30/2014","N",3.556
2,"ONEIDA","Verona  (Town)","4 MI SE JCT SH 49 & SH 46","GREENWAY ROAD","County",1931,"05/20/2014","N",4.854
2,"ONEIDA","Verona  (Town)","3.3 MI.E.SH 13 & CANAL","HIGGINSVILLE ROAD","NYSDoT",1908,"09/24/2013","SD",3.516
2,"ONEIDA","Verona  (Town)","5 MI EAST OF SYLVAN BEACH","HIGGINSVILLE ROAD","NYSDoT",1925,"12/12/2014","SD",3.224
2,"ONEIDA","Verona  (Town)","1.4 MI.S.W.OF NEW LONDON ","LOCK ROAD","NYSDoT",1927,"07/17/2014","N",4.333
2,"ONEIDA","Verona  (Town)",".2 MI NW OF DURHAMVILLE","MAIN STREET","Town",1906,"06/09/2014","FO",4.938
2,"ONEIDA","Verona  (Town)","IN NEW LONDON","MAIN STREET","NYSDoT",1925,"10/01/2014","N",4.708
2,"ONEIDA","Verona  (Town)","5.6 MI S.W.OF NEW LONDON ","MILLS ROAD","NYSDoT",1927,"07/17/2014","N",5.167
2,"ONEIDA","Verona  (Town)","IN DURHAMVILLE","OLD ROUTE 46","NYSDoT",1925,"07/24/2014","N",3.873
2,"ONEIDA","Verona  (Town)",".5 MI E VERONA BEACH ST P","POPPLETON ROAD","County",1958,"08/19/2014","N",4.714
2,"ONEIDA","Verona  (Town)","3.7 MI W EXIT 33 OF I90  ","RANDEL RD","NYS Thruway Authority",1953,"08/13/2014","SD",4.583
2,"ONEIDA","Verona  (Town)","AT VERONA                ","REBER ROAD","Town",1900,"09/25/2013","N",5.366
2,"ONEIDA","Verona  (Town)","2.7 MI W JCT I90<INT 33  ","SAND HILL RD","NYS Thruway Authority",1953,"08/22/2014","FO",4.389
2,"ONEIDA","Verona  (Town)","2 MI SW OF NEW LONDON","SENN ROAD","NYSDoT",1925,"10/14/2014","SD",3.408
2,"ONEIDA","Verona  (Town)","2.3 M E JCT RT 46 & CANAL","STONEY CREEK ROAD","NYSDoT",1911,"12/26/2014","SD",4.161
2,"ONEIDA","Verona  (Town)","6 MI NW OF VERONA        ","STONEY CREEK ROAD","County",1953,"10/13/2014","N",4.66
2,"ONEIDA","Verona  (Town)","2 MI SW STATE BRIDGE     ","SWALLOW ROAD","Town",1992,"07/15/2014","N",5.714
2,"ONEIDA","Verona  (Town)","7.7 MI W INT 32 ON I-90  ","TILDEN HILL ROAD","NYS Thruway Authority",1952,"08/27/2014","FO",4.406
2,"ONEIDA","Verona  (Town)","4 MI N OF VERONA         ","WEHLING ROAD","Town",1900,"08/05/2014","FO",4.4
2,"ONEIDA","Vienna  (Town)","3.1 MI NW JCT SH49 & SH46","49   49 26021127","NYSDoT",1958,"06/23/2014","N",6.183
2,"ONEIDA","Vienna  (Town)","0.8 MI N JCT RTS 49 & 46 ","49   49 26021151","NYSDoT",1962,"09/25/2013","N",5.344
2,"ONEIDA","Vienna  (Town)","2.OMI N.E.OF SYLVAN BEACH","COUNTY RD 50A","County",1985,"05/15/2014","N",6.141
2,"ONEIDA","Vienna  (Town)","3 MI WEST OF NORTH BAY","COUNTY ROAD 68","County",1951,"08/05/2014","SD",4.434
2,"ONEIDA","Vienna  (Town)","2.5 MI NORTH OF VIENNA   ","FACTORY STREET","County",1990,"11/03/2014","N",5.845
2,"ONEIDA","Vienna  (Town)","4.5 MI SE OF MCCONNELLVIL","OSWEGO ROAD","Town",1975,"05/26/2014","N",5.302
2,"ONEIDA","Vienna  (Town)","3.5 MI NW MCCONNELLSVILLE","PRESTON HILL ROAD","County",1941,"07/30/2014","N",6.244
