"country","year","life_expectancy","population","income","four_regions"
"Germany",1917,40.1,67200000,4680,"europe"
"Germany",1918,32.9,65300000,4740,"europe"
"Germany",1919,48.3,63700000,4130,"europe"
"Germany",1920,53.5,62400000,4480,"europe"
"Germany",1921,55,62900000,4970,"europe"
"Germany",1922,55.6,63400000,5410,"europe"
"Germany",1923,56.2,63800000,4500,"europe"
"Germany",1924,56.8,64200000,5270,"europe"
"Germany",1925,57.4,64600000,5850,"europe"
"Germany",1926,57.8,65100000,6010,"europe"
"Germany",1927,58.2,65500000,6610,"europe"
"Germany",1928,58.6,65900000,6900,"europe"
"Germany",1929,59,66300000,6880,"europe"
"Germany",1930,59.4,66600000,6780,"europe"
"Germany",1931,59.8,66900000,6270,"europe"
"Germany",1932,60.2,67300000,5800,"europe"
"Germany",1933,60.6,67600000,6170,"europe"
"Germany",1934,61,68000000,6730,"europe"
"Germany",1935,61.5,68400000,7220,"europe"
"Germany",1936,61.7,68900000,7840,"europe"
"Germany",1937,62,69500000,8290,"europe"
"Germany",1938,62.3,70200000,8880,"europe"
"Germany",1939,61,70900000,9660,"europe"
"Germany",1940,60.6,71400000,9690,"europe"
"Germany",1941,59,72000000,10300,"europe"
"Germany",1942,55,72200000,10400,"europe"
"Germany",1943,49.6,72000000,10700,"europe"
"Germany",1944,37,70700000,11100,"europe"
"Germany",1945,29,68800000,8260,"europe"
"Germany",1946,60.5,67500000,4070,"europe"
"Germany",1947,62,67600000,4490,"europe"
"Germany",1948,63.6,68700000,5240,"europe"
"Germany",1949,65.2,69500000,6100,"europe"
"Germany",1950,66.8,70000000,7230,"europe"
"Germany",1951,67,70300000,7860,"europe"
"Germany",1952,67.3,70600000,8540,"europe"
"Germany",1953,67.6,70900000,9220,"europe"
"Germany",1954,67.9,71200000,9900,"europe"
"Germany",1955,68.2,71500000,11000,"europe"
"Germany",1956,68.5,71900000,11700,"europe"
"Germany",1957,68.4,72200000,12300,"europe"
"Germany",1958,69.1,72500000,12800,"europe"
"Germany",1959,69.3,73000000,13700,"europe"
"Germany",1960,69.2,73400000,14800,"europe"
"Germany",1961,69.8,73900000,15300,"europe"
"Germany",1962,69.9,74500000,15800,"europe"
"Germany",1963,70,75100000,16200,"europe"
"Germany",1964,70.6,75700000,17000,"europe"
"Germany",1965,70.5,76300000,17800,"europe"
"Germany",1966,70.7,76800000,18200,"europe"
"Germany",1967,70.9,77400000,18200,"europe"
"Germany",1968,70.5,77800000,19200,"europe"
"Germany",1969,70.4,78300000,20300,"europe"
"Germany",1970,70.6,78600000,21100,"europe"
"Germany",1971,70.7,78800000,21600,"europe"
"Germany",1972,70.9,78900000,22400,"europe"
"Germany",1973,71.1,78900000,23400,"europe"
"Germany",1974,71.3,78900000,23600,"europe"
"Germany",1975,71.5,78900000,23500,"europe"
"Germany",1976,71.9,78800000,24800,"europe"
"Germany",1977,72.3,78700000,25600,"europe"
"Germany",1978,72.5,78600000,26300,"europe"
"Germany",1979,72.8,78500000,27400,"europe"
"Germany",1980,73,78300000,27600,"europe"
"Germany",1981,73.2,78100000,27700,"europe"
"Germany",1982,73.4,77900000,27500,"europe"
"Germany",1983,73.7,77800000,28100,"europe"
"Germany",1984,74,77700000,29000,"europe"
"Germany",1985,74.2,77700000,29700,"europe"
"Germany",1986,74.5,77800000,30300,"europe"
"Germany",1987,74.7,78100000,30800,"europe"
"Germany",1988,74.9,78400000,31700,"europe"
"Germany",1989,75.2,78700000,32500,"europe"
"Germany",1990,75.3,79100000,31300,"europe"
"Germany",1991,75.5,79600000,32600,"europe"
"Germany",1992,75.8,80000000,33000,"europe"
"Germany",1993,76,80500000,32500,"europe"
"Germany",1994,76.2,80900000,33200,"europe"
"Germany",1995,76.5,81200000,33700,"europe"
"Germany",1996,76.7,81400000,33800,"europe"
"Germany",1997,77,81500000,34400,"europe"
"Germany",1998,77.3,81500000,35100,"europe"
"Germany",1999,77.6,81500000,35800,"europe"
"Germany",2000,77.9,81500000,36800,"europe"
"Germany",2001,78.2,81500000,37300,"europe"
"Germany",2002,78.4,81600000,37300,"europe"
"Germany",2003,78.6,81700000,37000,"europe"
"Germany",2004,78.9,81700000,37400,"europe"
"Germany",2005,79.2,81700000,37700,"europe"
"Germany",2006,79.4,81500000,39100,"europe"
"Germany",2007,79.6,81300000,40500,"europe"
"Germany",2008,79.8,81100000,41000,"europe"
"Germany",2009,79.9,81000000,38800,"europe"
"Germany",2010,80.1,80900000,40400,"europe"
"Germany",2011,80.3,80900000,42700,"europe"
"Germany",2012,80.4,81100000,42800,"europe"
"Germany",2013,80.5,81300000,42900,"europe"
"Germany",2014,80.8,81500000,43400,"europe"
"Germany",2015,80.8,81700000,43800,"europe"
"Germany",2016,80.9,81900000,44100,"europe"
"Germany",2017,81.1,82100000,44600,"europe"
"Germany",2018,81.3,82300000,45200,"europe"
"Ghana",1800,28,2020000,696,"africa"
"Ghana",1801,28,2020000,696,"africa"
"Ghana",1802,28,2020000,697,"africa"
"Ghana",1803,28,2020000,697,"africa"
"Ghana",1804,28,2020000,698,"africa"
"Ghana",1805,28,2020000,698,"africa"
"Ghana",1806,28,2020000,699,"africa"
"Ghana",1807,28,2020000,699,"africa"
"Ghana",1808,28,2020000,700,"africa"
"Ghana",1809,28,2020000,701,"africa"
"Ghana",1810,28,2020000,701,"africa"
"Ghana",1811,28,2020000,702,"africa"
"Ghana",1812,28,2010000,702,"africa"
"Ghana",1813,28,2010000,703,"africa"
"Ghana",1814,28,2010000,703,"africa"
"Ghana",1815,28,2010000,704,"africa"
"Ghana",1816,28,2010000,704,"africa"
"Ghana",1817,28,2000000,705,"africa"
"Ghana",1818,28,2000000,706,"africa"
"Ghana",1819,28,2000000,706,"africa"
"Ghana",1820,28,1990000,707,"africa"
"Ghana",1821,28,1990000,707,"africa"
"Ghana",1822,28,1980000,708,"africa"
"Ghana",1823,28,1970000,708,"africa"
"Ghana",1824,28,1970000,709,"africa"
"Ghana",1825,28,1960000,710,"africa"
"Ghana",1826,28,1950000,710,"africa"
"Ghana",1827,28,1950000,711,"africa"
"Ghana",1828,28,1940000,711,"africa"
"Ghana",1829,28,1930000,712,"africa"
"Ghana",1830,28,1920000,712,"africa"
"Ghana",1831,28,1910000,713,"africa"
"Ghana",1832,28,1900000,714,"africa"
"Ghana",1833,28,1890000,714,"africa"
"Ghana",1834,28,1880000,715,"africa"
"Ghana",1835,28,1870000,715,"africa"
"Ghana",1836,28,1870000,716,"africa"
"Ghana",1837,28,1860000,716,"africa"
"Ghana",1838,28,1850000,717,"africa"
"Ghana",1839,28,1840000,718,"africa"
"Ghana",1840,28,1830000,718,"africa"
"Ghana",1841,28,1820000,719,"africa"
"Ghana",1842,28,1810000,719,"africa"
"Ghana",1843,28,1800000,720,"africa"
"Ghana",1844,28,1790000,720,"africa"
"Ghana",1845,28,1780000,721,"africa"
"Ghana",1846,28,1780000,722,"africa"
"Ghana",1847,28,1770000,722,"africa"
"Ghana",1848,28,1760000,723,"africa"
"Ghana",1849,28,1750000,723,"africa"
"Ghana",1850,28,1740000,724,"africa"
"Ghana",1851,28,1730000,724,"africa"
"Ghana",1852,28,1720000,725,"africa"
"Ghana",1853,28,1720000,726,"africa"
"Ghana",1854,28,1710000,726,"africa"
"Ghana",1855,28,1700000,727,"africa"
"Ghana",1856,28,1690000,727,"africa"
"Ghana",1857,28,1680000,728,"africa"
"Ghana",1858,28,1680000,728,"africa"
"Ghana",1859,28,1670000,729,"africa"
"Ghana",1860,28,1660000,730,"africa"
"Ghana",1861,28,1650000,730,"africa"
"Ghana",1862,28,1650000,731,"africa"
"Ghana",1863,28,1640000,731,"africa"
"Ghana",1864,28,1640000,732,"africa"
"Ghana",1865,28,1630000,733,"africa"
"Ghana",1866,28,1630000,733,"africa"
"Ghana",1867,28,1630000,734,"africa"
"Ghana",1868,28,1630000,734,"africa"
"Ghana",1869,28,1620000,735,"africa"
"Ghana",1870,28,1630000,735,"africa"
"Ghana",1871,28,1630000,737,"africa"
"Ghana",1872,28.1,1630000,739,"africa"
"Ghana",1873,28.1,1630000,740,"africa"
"Ghana",1874,28.1,1630000,742,"africa"
"Ghana",1875,28.2,1640000,744,"africa"
"Ghana",1876,28.2,1640000,745,"africa"
"Ghana",1877,28.2,1650000,747,"africa"
"Ghana",1878,28.3,1660000,749,"africa"
"Ghana",1879,28.3,1670000,750,"africa"
"Ghana",1880,28.3,1680000,752,"africa"
"Ghana",1881,28.4,1690000,754,"africa"
"Ghana",1882,28.4,1700000,755,"africa"
"Ghana",1883,28.4,1710000,757,"africa"
"Ghana",1884,28.5,1720000,759,"africa"
"Ghana",1885,28.5,1730000,760,"africa"
"Ghana",1886,28.5,1740000,762,"africa"
"Ghana",1887,28.6,1750000,764,"africa"
"Ghana",1888,28.6,1760000,765,"africa"
"Ghana",1889,28.6,1770000,767,"africa"
"Ghana",1890,28.7,1780000,769,"africa"
"Ghana",1891,28.7,1790000,771,"africa"
"Ghana",1892,28.7,1800000,768,"africa"
"Ghana",1893,28.8,1810000,773,"africa"
"Ghana",1894,28.8,1820000,763,"africa"
"Ghana",1895,28.8,1840000,768,"africa"
"Ghana",1896,28.9,1850000,742,"africa"
"Ghana",1897,28.9,1860000,747,"africa"
"Ghana",1898,28.9,1870000,744,"africa"
"Ghana",1899,29,1880000,742,"africa"
"Ghana",1900,29,1890000,724,"africa"
"Ghana",1901,29,1900000,700,"africa"
"Ghana",1902,29.1,1910000,738,"africa"
"Ghana",1903,29.1,1930000,756,"africa"
"Ghana",1904,29.1,1940000,789,"africa"
"Ghana",1905,29.2,1950000,808,"africa"
"Ghana",1906,29.2,1960000,867,"africa"
"Ghana",1907,29.2,1970000,896,"africa"
"Ghana",1908,29.3,1980000,909,"africa"
"Ghana",1909,29.3,2000000,957,"africa"
"Ghana",1910,29.3,2010000,952,"africa"
"Ghana",1911,29.4,2020000,1140,"africa"
"Ghana",1912,29.4,2030000,1130,"africa"
"Ghana",1913,29.4,2060000,1190,"africa"
"Ghana",1914,29.5,2090000,1180,"africa"
"Ghana",1915,29.5,2150000,1400,"africa"
"Ghana",1916,29.5,2200000,1310,"africa"
"Ghana",1917,29.6,2250000,1440,"africa"
"Ghana",1918,9.98,2310000,1150,"africa"
"Ghana",1919,29.6,2360000,2010,"africa"
"Ghana",1920,29.7,2420000,1570,"africa"
"Ghana",1921,29.7,2480000,1580,"africa"
"Ghana",1922,29.7,2540000,1880,"africa"
"Ghana",1923,29.8,2600000,2000,"africa"
"Ghana",1924,29.8,2670000,2150,"africa"
"Ghana",1925,29.8,2730000,2090,"africa"
"Ghana",1926,30.4,2800000,2140,"africa"
"Ghana",1927,31,2860000,1970,"africa"
"Ghana",1928,31.6,2930000,2030,"africa"
"Ghana",1929,32.2,3010000,2080,"africa"
"Ghana",1930,32.8,3080000,1760,"africa"
"Ghana",1931,33.4,3150000,1800,"africa"
"Ghana",1932,34,3230000,1850,"africa"
"Ghana",1933,34.6,3310000,1900,"africa"
"Ghana",1934,35.2,3390000,1950,"africa"
"Ghana",1935,35.8,3470000,2020,"africa"
"Ghana",1936,36.4,3560000,2100,"africa"
"Ghana",1937,37,3650000,2170,"africa"
"Ghana",1938,37.6,3730000,1950,"africa"
"Ghana",1939,38.3,3820000,1910,"africa"
"Ghana",1940,38.9,3920000,1860,"africa"
"Ghana",1941,39.5,4010000,1820,"africa"
"Ghana",1942,40.1,4110000,1780,"africa"
"Ghana",1943,40.7,4210000,1730,"africa"
"Ghana",1944,41.3,4310000,1690,"africa"
"Ghana",1945,41.9,4420000,1650,"africa"
"Ghana",1946,42.6,4530000,1440,"africa"
"Ghana",1947,43.2,4640000,1230,"africa"
"Ghana",1948,43.8,4750000,1290,"africa"
"Ghana",1949,44.4,4870000,1420,"africa"
"Ghana",1950,45,4980000,1680,"africa"
"Ghana",1951,45.4,5070000,1700,"africa"
"Ghana",1952,46,5190000,1630,"africa"
"Ghana",1953,46.6,5340000,1820,"africa"
"Ghana",1954,47.3,5500000,2000,"africa"
"Ghana",1955,47.9,5680000,1820,"africa"
"Ghana",1956,48.5,5860000,2170,"africa"
"Ghana",1957,49.1,6050000,1940,"africa"
"Ghana",1958,49.6,6250000,2090,"africa"
"Ghana",1959,50.2,6450000,2150,"africa"
"Ghana",1960,50.8,6650000,2250,"africa"
"Ghana",1961,51.3,6870000,2270,"africa"
"Ghana",1962,51.8,7090000,2320,"africa"
"Ghana",1963,52.3,7300000,2330,"africa"
"Ghana",1964,52.8,7510000,2320,"africa"
"Ghana",1965,53.2,7710000,2290,"africa"
"Ghana",1966,53.7,7890000,2230,"africa"
"Ghana",1967,54.1,8060000,2210,"africa"
"Ghana",1968,54.5,8220000,2180,"africa"
"Ghana",1969,54.9,8400000,2240,"africa"
"Ghana",1970,55.2,8600000,2460,"africa"
"Ghana",1971,55.5,8830000,2530,"africa"
"Ghana",1972,55.9,9080000,2400,"africa"
"Ghana",1973,56.2,9350000,2460,"africa"
"Ghana",1974,56.5,9600000,2560,"africa"
"Ghana",1975,56.7,9830000,2190,"africa"
"Ghana",1976,56.9,10000000,2070,"africa"
"Ghana",1977,57,10200000,2090,"africa"
"Ghana",1978,57.3,10400000,2230,"africa"
"Ghana",1979,57.4,10600000,2130,"africa"
"Ghana",1980,57.6,10800000,2090,"africa"
"Ghana",1981,57.7,11100000,1960,"africa"
"Ghana",1982,57.5,11500000,1770,"africa"
"Ghana",1983,57.6,11900000,1630,"africa"
"Ghana",1984,57.7,12300000,1710,"africa"
"Ghana",1985,57.9,12700000,1740,"africa"
"Ghana",1986,58.1,13100000,1780,"africa"
"Ghana",1987,58.3,13500000,1810,"africa"
"Ghana",1988,58.5,13900000,1870,"africa"
"Ghana",1989,58.7,14200000,1910,"africa"
"Ghana",1990,58.8,14600000,1920,"africa"
"Ghana",1991,58.9,15000000,1970,"africa"
"Ghana",1992,59,15500000,1990,"africa"
"Ghana",1993,59.5,15900000,2030,"africa"
"Ghana",1994,59.3,16300000,2040,"africa"
"Ghana",1995,59.5,16800000,2070,"africa"
"Ghana",1996,59.5,17200000,2110,"africa"
"Ghana",1997,59.1,17600000,2140,"africa"
"Ghana",1998,59.4,18000000,2190,"africa"
"Ghana",1999,59.3,18500000,2230,"africa"
"Ghana",2000,59.3,18900000,2260,"africa"
"Ghana",2001,59.2,19400000,2290,"africa"
"Ghana",2002,59.3,19900000,2330,"africa"
"Ghana",2003,59.5,20400000,2390,"africa"
"Ghana",2004,59.9,21000000,2460,"africa"
"Ghana",2005,60.1,21500000,2540,"africa"
"Ghana",2006,60.5,22100000,2630,"africa"
"Ghana",2007,60.8,22700000,2680,"africa"
"Ghana",2008,61.3,23300000,2850,"africa"
"Ghana",2009,61.7,23900000,2910,"africa"
"Ghana",2010,62.2,24500000,3060,"africa"
"Ghana",2011,62.9,25100000,3400,"africa"
"Ghana",2012,63.7,25700000,3630,"africa"
"Ghana",2013,64.3,26300000,3810,"africa"
"Ghana",2014,64.9,27000000,3870,"africa"
"Ghana",2015,65.4,27600000,3930,"africa"
"Ghana",2016,66,28200000,3980,"africa"
"Ghana",2017,66.3,28800000,4240,"africa"
"Ghana",2018,66.6,29500000,4380,"africa"
"Honduras",1800,33.9,126000,675,"americas"
"Honduras",1801,33.9,130000,675,"americas"
"Honduras",1802,33.9,130000,675,"americas"
"Honduras",1803,33.9,131000,675,"americas"
"Honduras",1804,33.9,131000,675,"americas"
"Honduras",1805,33.9,131000,675,"americas"
"Honduras",1806,33.9,131000,675,"americas"
"Honduras",1807,33.9,132000,675,"americas"
"Honduras",1808,33.9,132000,675,"americas"
"Honduras",1809,33.9,132000,675,"americas"
"Honduras",1810,33.9,132000,676,"americas"
"Honduras",1811,33.9,133000,676,"americas"
"Honduras",1812,33.9,133000,676,"americas"
"Honduras",1813,33.9,134000,676,"americas"
"Honduras",1814,33.9,135000,676,"americas"
"Honduras",1815,33.9,137000,676,"americas"
"Honduras",1816,33.9,138000,676,"americas"
"Honduras",1817,33.9,140000,676,"americas"
"Honduras",1818,33.9,142000,676,"americas"
"Honduras",1819,33.9,144000,676,"americas"
"Honduras",1820,33.9,147000,677,"americas"
"Honduras",1821,33.9,150000,685,"americas"
"Honduras",1822,33.9,153000,694,"americas"
"Honduras",1823,33.9,156000,703,"americas"
"Honduras",1824,33.9,160000,712,"americas"
"Honduras",1825,33.9,164000,721,"americas"
"Honduras",1826,33.9,168000,730,"americas"
"Honduras",1827,33.9,173000,740,"americas"
"Honduras",1828,33.9,178000,749,"americas"
"Honduras",1829,33.9,183000,759,"americas"
"Honduras",1830,33.9,189000,769,"americas"
"Honduras",1831,33.9,195000,779,"americas"
"Honduras",1832,33.9,201000,789,"americas"
"Honduras",1833,33.9,208000,799,"americas"
"Honduras",1834,33.9,214000,809,"americas"
"Honduras",1835,33.9,221000,819,"americas"
"Honduras",1836,33.9,229000,830,"americas"
"Honduras",1837,33.9,236000,841,"americas"
"Honduras",1838,33.9,244000,851,"americas"
"Honduras",1839,33.9,251000,862,"americas"
"Honduras",1840,33.9,260000,873,"americas"
"Honduras",1841,33.9,267000,885,"americas"
"Honduras",1842,33.9,275000,896,"americas"
"Honduras",1843,33.9,283000,907,"americas"
"Honduras",1844,33.9,290000,919,"americas"
"Honduras",1845,33.9,298000,931,"americas"
"Honduras",1846,33.9,305000,943,"americas"
"Honduras",1847,33.9,311000,955,"americas"
"Honduras",1848,33.9,318000,967,"americas"
"Honduras",1849,33.9,324000,980,"americas"
"Honduras",1850,33.9,331000,992,"americas"
"Honduras",1851,33.9,337000,1010,"americas"
"Honduras",1852,33.9,343000,1020,"americas"
"Honduras",1853,33.9,348000,1030,"americas"
"Honduras",1854,33.9,354000,1040,"americas"
"Honduras",1855,33.9,359000,1060,"americas"
"Honduras",1856,33.9,364000,1070,"americas"
"Honduras",1857,33.9,368000,1090,"americas"
"Honduras",1858,33.9,372000,1100,"americas"
"Honduras",1859,33.9,376000,1110,"americas"
"Honduras",1860,33.9,379000,1130,"americas"
"Honduras",1861,33.9,382000,1140,"americas"
"Honduras",1862,33.9,386000,1160,"americas"
"Honduras",1863,33.9,389000,1170,"americas"
"Honduras",1864,33.9,392000,1190,"americas"
"Honduras",1865,33.9,395000,1200,"americas"
"Honduras",1866,33.9,398000,1220,"americas"
"Honduras",1867,33.9,401000,1230,"americas"
"Honduras",1868,33.9,404000,1250,"americas"
"Honduras",1869,33.9,408000,1270,"americas"
"Honduras",1870,33.9,411000,1280,"americas"
"Honduras",1871,33.9,414000,1300,"americas"
"Honduras",1872,34,417000,1310,"americas"
"Honduras",1873,34,421000,1330,"americas"
"Honduras",1874,34,424000,1350,"americas"
"Honduras",1875,34.1,427000,1370,"americas"
"Honduras",1876,34.1,431000,1380,"americas"
"Honduras",1877,34.1,434000,1400,"americas"
"Honduras",1878,34.1,438000,1420,"americas"
"Honduras",1879,34.2,441000,1440,"americas"
"Honduras",1880,34.2,445000,1460,"americas"
"Honduras",1881,34.2,448000,1470,"americas"
"Honduras",1882,34.3,452000,1490,"americas"
"Honduras",1883,34.3,455000,1510,"americas"
"Honduras",1884,34.3,459000,1530,"americas"
"Honduras",1885,34.4,462000,1550,"americas"
"Honduras",1886,34.4,466000,1570,"americas"
"Honduras",1887,34.4,470000,1590,"americas"
"Honduras",1888,34.5,473000,1610,"americas"
"Honduras",1889,34.5,477000,1630,"americas"
"Honduras",1890,34.5,481000,1650,"americas"
"Honduras",1891,34.5,485000,1670,"americas"
"Honduras",1892,34.6,489000,1700,"americas"
"Honduras",1893,34.6,492000,1720,"americas"
"Honduras",1894,34.6,496000,1740,"americas"
"Honduras",1895,34.7,500000,1760,"americas"
"Honduras",1896,34.7,505000,1790,"americas"
"Honduras",1897,34.7,510000,1810,"americas"
"Honduras",1898,34.8,516000,1830,"americas"
"Honduras",1899,34.8,523000,1850,"americas"
"Honduras",1900,34.8,531000,1880,"americas"
"Honduras",1901,34.9,540000,1900,"americas"
"Honduras",1902,34.9,547000,1930,"americas"
"Honduras",1903,34.9,558000,1950,"americas"
"Honduras",1904,35,569000,1980,"americas"
"Honduras",1905,35,582000,2000,"americas"
"Honduras",1906,35,595000,2030,"americas"
"Honduras",1907,35,608000,2050,"americas"
"Honduras",1908,35.1,621000,2080,"americas"
"Honduras",1909,35.1,635000,2110,"americas"
"Honduras",1910,35.1,649000,2130,"americas"
"Honduras",1911,35.2,664000,2160,"americas"
"Honduras",1912,35.2,678000,2190,"americas"
"Honduras",1913,35.2,692000,2220,"americas"
"Honduras",1914,35.3,703000,2250,"americas"
"Honduras",1915,35.3,712000,2280,"americas"
"Honduras",1916,35.3,722000,2300,"americas"
"Honduras",1917,35.4,731000,2330,"americas"
"Honduras",1918,31.3,740000,2360,"americas"
"Honduras",1919,35.4,749000,2390,"americas"
"Honduras",1920,35.5,763000,2420,"americas"
"Honduras",1921,35.5,784000,2380,"americas"
"Honduras",1922,35.5,812000,2490,"americas"
"Honduras",1923,35.5,840000,2380,"americas"
"Honduras",1924,35.6,868000,2160,"americas"
"Honduras",1925,35.6,896000,2510,"americas"
"Honduras",1926,35.6,921000,2450,"americas"
"Honduras",1927,35.7,942000,2650,"americas"
"Honduras",1928,35.7,959000,2910,"americas"
"Honduras",1929,35.7,980000,2820,"americas"
"Honduras",1930,35.8,1000000,2940,"americas"
"Honduras",1931,36.2,1020000,2930,"americas"
"Honduras",1932,36.6,1040000,2570,"americas"
"Honduras",1933,37,1060000,2360,"americas"
"Honduras",1934,37.4,1080000,2260,"americas"
"Honduras",1935,37.8,1100000,2120,"americas"
"Honduras",1936,38.2,1120000,2110,"americas"
"Honduras",1937,38.6,1140000,1980,"americas"
"Honduras",1938,39,1160000,2050,"americas"
"Honduras",1939,39.4,1180000,2070,"americas"
"Honduras",1940,39.8,1210000,2150,"americas"
"Honduras",1941,40.2,1240000,2100,"americas"
"Honduras",1942,40.6,1260000,1870,"americas"
"Honduras",1943,41,1280000,1860,"americas"
"Honduras",1944,41.4,1300000,1850,"americas"
"Honduras",1945,41.8,1330000,2240,"americas"
"Honduras",1946,42.2,1360000,2350,"americas"
"Honduras",1947,42.6,1390000,2440,"americas"
"Honduras",1948,43,1430000,2440,"americas"
"Honduras",1949,43.4,1490000,2400,"americas"
"Honduras",1950,43.9,1550000,2400,"americas"
"Honduras",1951,44.1,1590000,2450,"americas"
"Honduras",1952,44.6,1630000,2470,"americas"
"Honduras",1953,45.2,1680000,2580,"americas"
"Honduras",1954,45.8,1720000,2360,"americas"
"Honduras",1955,46.5,1770000,2340,"americas"
"Honduras",1956,47.1,1820000,2450,"americas"
"Honduras",1957,47.8,1870000,2480,"americas"
"Honduras",1958,48.6,1930000,2470,"americas"
"Honduras",1959,49.3,1980000,2450,"americas"
"Honduras",1960,50.1,2040000,2510,"americas"
"Honduras",1961,50.9,2100000,2490,"americas"
"Honduras",1962,51.6,2160000,2540,"americas"
"Honduras",1963,52.4,2220000,2530,"americas"
"Honduras",1964,53.1,2280000,2570,"americas"
"Honduras",1965,53.9,2350000,2690,"americas"
"Honduras",1966,54.6,2410000,2740,"americas"
"Honduras",1967,55.3,2490000,2790,"americas"
"Honduras",1968,55.9,2560000,2840,"americas"
"Honduras",1969,56.6,2640000,2760,"americas"
"Honduras",1970,57.3,2720000,2750,"americas"
"Honduras",1971,57.9,2800000,2760,"americas"
"Honduras",1972,58.7,2880000,2760,"americas"
"Honduras",1973,57.3,2970000,2780,"americas"
"Honduras",1974,54.5,3060000,3070,"americas"
"Honduras",1975,60.8,3150000,3040,"americas"
"Honduras",1976,60.8,3250000,3240,"americas"
"Honduras",1977,61.5,3350000,3460,"americas"
"Honduras",1978,62.1,3460000,3670,"americas"
"Honduras",1979,63.6,3570000,3710,"americas"
"Honduras",1980,64.1,3680000,3580,"americas"
"Honduras",1981,64.4,3790000,3530,"americas"
"Honduras",1982,64.5,3910000,3340,"americas"
"Honduras",1983,64.9,4030000,3200,"americas"
"Honduras",1984,65.2,4150000,3210,"americas"
"Honduras",1985,65.5,4280000,3230,"americas"
"Honduras",1986,65.8,4410000,3140,"americas"
"Honduras",1987,66.3,4540000,3210,"americas"
"Honduras",1988,66.6,4680000,3260,"americas"
"Honduras",1989,66.9,4810000,3270,"americas"
"Honduras",1990,67.3,4960000,3170,"americas"
"Honduras",1991,67.6,5100000,3180,"americas"
"Honduras",1992,67.8,5250000,3270,"americas"
"Honduras",1993,67.9,5400000,3370,"americas"
"Honduras",1994,68.3,5550000,3240,"americas"
"Honduras",1995,68.5,5710000,3280,"americas"
"Honduras",1996,68.8,5870000,3300,"americas"
"Honduras",1997,69,6030000,3370,"americas"
"Honduras",1998,63,6190000,3380,"americas"
"Honduras",1999,69.4,6360000,3230,"americas"
"Honduras",2000,69.6,6520000,3330,"americas"
"Honduras",2001,69.7,6690000,3330,"americas"
"Honduras",2002,69.9,6860000,3370,"americas"
"Honduras",2003,70,7030000,3440,"americas"
"Honduras",2004,70.3,7200000,3570,"americas"
"Honduras",2005,70.6,7370000,3700,"americas"
"Honduras",2006,70.8,7540000,3850,"americas"
"Honduras",2007,71.1,7710000,4000,"americas"
"Honduras",2008,71.3,7870000,4080,"americas"
"Honduras",2009,71.5,8040000,3900,"americas"
"Honduras",2010,71.6,8190000,3970,"americas"
"Honduras",2011,71.8,8350000,4050,"americas"
"Honduras",2012,71.8,8510000,4140,"americas"
"Honduras",2013,72.2,8660000,4180,"americas"
"Honduras",2014,72.3,8810000,4230,"americas"
"Honduras",2015,72.5,8960000,4310,"americas"
"Honduras",2016,72.7,9110000,4390,"americas"
"Honduras",2017,72.9,9270000,4490,"americas"
"Honduras",2018,73.1,9420000,4590,"americas"
"Israel",1800,32,210000,879,"asia"
"Israel",1801,32,210000,880,"asia"
"Israel",1802,32,210000,880,"asia"
"Israel",1803,32,210000,880,"asia"
"Israel",1804,32,210000,880,"asia"
"Israel",1805,32,210000,880,"asia"
"Israel",1806,32,210000,880,"asia"
"Israel",1807,32,210000,880,"asia"
"Israel",1808,32,210000,881,"asia"
"Israel",1809,32,210000,881,"asia"
"Israel",1810,32,210000,881,"asia"
"Israel",1811,32,210000,881,"asia"
"Israel",1812,32,210000,881,"asia"
"Israel",1813,32,210000,881,"asia"
"Israel",1814,32,210000,881,"asia"
"Israel",1815,32,210000,881,"asia"
"Israel",1816,32,210000,882,"asia"
"Israel",1817,32,210000,882,"asia"
"Israel",1818,32,210000,882,"asia"
"Israel",1819,32,210000,882,"asia"
"Israel",1820,32,210000,882,"asia"
"Israel",1821,32,210000,882,"asia"
"Israel",1822,32,210000,882,"asia"
"Israel",1823,32,210000,882,"asia"
"Israel",1824,32,210000,883,"asia"
"Israel",1825,32,210000,883,"asia"
"Israel",1826,32,210000,883,"asia"
"Israel",1827,32,210000,883,"asia"
"Israel",1828,32,210000,883,"asia"
"Israel",1829,32,210000,883,"asia"
"Israel",1830,32,210000,883,"asia"
"Israel",1831,32,210000,884,"asia"
"Israel",1832,32,210000,884,"asia"
"Israel",1833,32,210000,884,"asia"
"Israel",1834,32,210000,884,"asia"
"Israel",1835,32,210000,884,"asia"
"Israel",1836,32,210000,884,"asia"
"Israel",1837,32,210000,884,"asia"
"Israel",1838,32,210000,884,"asia"
"Israel",1839,32,210000,885,"asia"
"Israel",1840,32,210000,885,"asia"
"Israel",1841,32,210000,885,"asia"
"Israel",1842,32,210000,885,"asia"
"Israel",1843,32,210000,885,"asia"
"Israel",1844,32,211000,885,"asia"
"Israel",1845,32,211000,885,"asia"
"Israel",1846,32,212000,886,"asia"
"Israel",1847,32,212000,886,"asia"
"Israel",1848,32,213000,886,"asia"
"Israel",1849,32,214000,886,"asia"
"Israel",1850,32,215000,886,"asia"
"Israel",1851,32,216000,886,"asia"
"Israel",1852,32,217000,886,"asia"
"Israel",1853,32,218000,886,"asia"
